rom_hash_md5,rom_hash_crc,rom_hash_sha1,rom_size,rom_file_name,rom_extensionless_file_name,rom_parent,rom_serial,rom_header,rom_language,region_name,rom_dump_source
,,,,,,,_MK-51000,,,,USA,manual
